Route No,Council District,Time Start,Time End,Boundaries
9P284 M,4/10,12:00 PM,3:00 PM,"Olympic - Pico, Hauser - Fairfax"
9P284 Tu,4/10,12:00 PM,3:00 PM,"Olympic - Pico, Hauser - Fairfax"
9P285 Th,4,8:00 AM,11:00 AM,3rd st to Olympic Bl- Wilton Pl to La Brea ave
9P285 W,4,8:00 AM,11:00 AM,3rd st to Olympic Bl- Wilton Pl to La Brea ave
9P286 Th,4/10,10:00 AM,12:00 PM,"Olympic - Wilshire, Wilton  - Lucerne"
9P286 W,4/10,10:00 AM,12:00 PM,"Olympic - Wilshire, Wilton  - Lucerne"
9P343 Th,4,8:00 AM,11:00 AM,"3rd St - 6th St, Van Ness - La Brea"
9P343 W,4,8:00 AM,11:00 AM,"4th St - 6th St, Van Ness - La Brea"
9P344 Th,10,8:00 AM,10:00 AM,"Olympi - Pico, Queen Ann - Crenshaw"
9P344 W,10,8:00 AM,10:00 AM,"Olympi - Pico, Queen Ann - Crenshaw"
9P345 M,5,12:00 PM,3:00 PM,"Pico - Venice, Fairfax - Hauser"
9P345 Tu,5,12:00 PM,3:00 PM,"Washington - Venice, Fairfax - Hauser"
9P346 M,5,11:00 AM,2:00 PM,"Gutherie - Saturn, Fairfax, Crescent Heights"
9P346 Tu,5,11:00 AM,2:00 PM,"Gutherie - Saturn, Fairfax, Crescent Heights"
9P347 M,10,8:00 AM,10:00 AM,"Pico - Washington, Hauser - La Brea"
9P347 Tu,10,8:00 AM,10:00 AM,"Pico - Washington, Hauser - La Brea"
