SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,LatLng
BH260,1800 1ST ST,Single-Space,FLAT,$1.00,30MIN,8A-8P Mon-Sat,,"(34.047111, -118.219114)"
VW1385,651 BERENDO ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,10A-1P Wed,"(34.06009, -118.29422)"
SO223,4500 LEMONA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.153307, -118.459549)"
VW1949,2901 SAN MARINO ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,10A-1P Thu,"(34.054588, -118.291939)"
R125,7201 AMIGO AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.201481, -118.538663)"
VW364,601 CATALINA ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,8A-10A Thu,"(34.062859, -118.295441)"
R38,18401 SHERMAN WAY,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,4A-630A Mon-Fri,"(34.201234, -118.535194)"
CB3960A,1001 S. WALL ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,"(34.037167, -118.253671)"
LC52A,900 LA CIENEGA BL,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.087999, -118.376315)"
OF29,1000 FAIRFAX AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056543, -118.364485)"
WS541,1200 MIDVALE AV,Single-Space,FLAT,$1.00,2HR,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat,,"(34.057686, -118.445057)"
MM692,5651 WILSHIRE BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.062503, -118.352162)"
CT460,900 YALE ST,Single-Space,FLAT,$0.50,4HR,8A-8P Mon-Sat,10A-12P Fri,"(34.065272, -118.239645)"
PR492,8500 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.053427, -118.377206)"
EN304,4900 GENESTA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.160411, -118.503204)"
VW1757,2300 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.047192, -118.287195)"
CB2230B,1101 S. SAN JULIAN ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.035147, -118.253804)"
UC169,3500 CAHUENGA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.133549, -118.356964)"
WV396A,900 WESTWOOD BL,Single-Space,TOD,$1.5 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,"(34.063184, -118.445208)"
EN873,16300 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 6A-9A, 330P-7P Mon-Fri | PKG 9A-330P Mon-Fri, 8A-8P Sat",,"(34.15692, -118.488434)"
NH851,4800 VINELAND AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.15849, -118.370145)"
C380D,3701 FLOWER ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.016467, -118.282256)"
SS451,1901 SAWTELLE BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.041934, -118.444583)"
PM186,3801 CARDIFF AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,8A-10A Thu,"(34.024574, -118.395799)"
LH111B,2401 SICHEL ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Tue,"(34.073928, -118.213152)"
LT35,200 S SAN PEDRO ST,Single-Space,TOD,$0.5 - $4,2HR,8A-8P Mon-Sat,,"(34.048037, -118.242104)"
WS354,10801 MISSOURI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Fri,"(34.048385, -118.4352)"
BH4,2601 CESAR E CHAVEZ AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045609, -118.204859)"
WS196,1501 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053479, -118.440364)"
SO1078,4300 MAMMOTH AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,8A-10A Mon,"(34.148545, -118.432503)"
CB3974,301 E 16TH ST,Single-Space,FLAT,$0.50,4HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.03227, -118.260068)"
EN669,4901 ENCINO AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.161019, -118.514252)"
SV247,1400 WILCOX AV,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.097394, -118.330934)"
VN919,14401 FRIAR ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,,"(34.185743, -118.44675)"
ED520B,1000 S TOWNE AVE,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,"(34.033244, -118.250209)"
VN977A,14400 GILMORE ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,10A-12P Tue,"(34.1876, -118.448327)"
CB3761,601 LOS ANGELES ST,Single-Space,TOD,$3 - $4,2HR,8A-6P Mon-Sat,,"(34.043734, -118.250045)"
SS600,12000 OHIO AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.040504, -118.462417)"
CB983,1000 S MAPLE AV,Single-Space,TOD,$0.5 - $6,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,"(34.037709, -118.254568)"
VW590,600 WESTMORELAND AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.062936, -118.288349)"
CB162,1300 S HOPE ST,Single-Space,TOD,$1 - $2,4HR,8A-8P Mon-Sat,,"(34.038901, -118.265936)"
WF295,7900 BLACKBURN AV,Single-Space,FLAT,$1.00,1HR,"8A-8P Mon-Sat, 11A-8P Sun",9A-12P Mon,"(34.070734, -118.361747)"
HO377,1600 EL CENTRO AV,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,"(34.100025, -118.323665)"
MM499,300 LA BREA AV,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",9A-11A Thu,"(34.068366, -118.343904)"
SC294,11701 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.142145, -118.389365)"
WW1253,3900 3RD ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.068928, -118.299571)"
ED640,1001 S TOWNE AVE,Single-Space,TOD,$0.5 - $1.5,2HR,8A-6P Mon-Sat,,"(34.032775, -118.250703)"
MV186,12201 PACIFIC AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,8A-10A Wed,"(34.003855, -118.430807)"
WF328,401 FAIRFAX AV,Single-Space,FLAT,$1.00,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.067659, -118.361499)"
SP79B,500 7TH ST,Single-Space,FLAT,$0.50,2HR,8A-6P Mon-Sat,4A-630A Thu,"(33.737924, -118.288215)"
CC924,801 W CESAR E CHAVEZ,Single-Space,FLAT,$0.50,2HR,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat,,"(34.061663, -118.244943)"
VM137,900 85TH ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(33.961169, -118.291069)"
TZ252,19401 VENTURA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.172851, -118.556376)"
ED198,1101 S STANFORD AVE,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,"(34.032315, -118.249852)"
SVV451,800 HELIOTROPE DR,Single-Space,JUMP,$1\hr - $4\6hr,6HR,8A-8P Mon-Sat,11A-2P Wed,"(34.087727, -118.294876)"
BH280,1900 1ST ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045732, -118.215824)"
CB1426,801 S. HOPE ST,Single-Space,TOD,$3 - $5,2HR,8A-8P Mon-Sat,,"(34.045824, -118.25984)"
C1173,3201 HOOVER ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.026051, -118.284103)"
LC381,300 LA CIENEGA BL,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.077424, -118.376473)"
WP80A,3101 VIA DOLCE,Single-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.980139, -118.462838)"
VN712,14300 SYLVAN ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,"(34.184587, -118.444927)"
EN301,4900 GENESTA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.16023, -118.503204)"
TZ577,18700 PHILIPRIMM ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.172982, -118.541964)"
HW493,1601 WESTERN AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.100942, -118.309363)"
WSV183A,12200 WILSHIRE BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.04315, -118.468472)"
BW60,11601 CHAYOTE ST,Single-Space,FLAT,$2.00,1HR,8A-6P Mon-Sat,,"(34.065733, -118.469384)"
UC215,3700 CAHUENGA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.136384, -118.362355)"
AE413,500 N VIGNES ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,"(34.052226, -118.233107)"
ED213,701 12TH ST,Single-Space,TOD,$0.5 - $1,2HR,8A-6P Mon-Sat,,"(34.033305, -118.252386)"
WS265,10801 LA GRANGE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.046506, -118.434551)"
SH269,1001 LAS PALMAS AV,Single-Space,FLAT,$1.00,4HR,8A-7P Mon-Sat,12P-3P Mon,"(34.089879, -118.336353)"
VN1110,14401 KITTRIDGE ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,10A-12P Tue,"(34.190734, -118.446807)"
LM654A,101 S. LA BREA AV,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.071725, -118.344152)"
CB543,1200 S. MAPLE AV,Single-Space,FLAT,$4.00,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,"(34.035331, -118.256473)"
PR153,8801 ALCOTT ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-230P Mon,"(34.053942, -118.384241)"
WS185,1401 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,10A-7P Mon-Sat,,"(34.054551, -118.441293)"
CC1603,801 W. 4TH ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,,"(34.052702, -118.253945)"
EN533,18000 VENTURA BL,Single-Space,FLAT,$1.00,1HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.164991, -118.526184)"
VH153,1900 N HILLHURST AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.107328, -118.287318)"
RA64,8801 ALDEN DR,Single-Space,FLAT,$2.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.075334, -118.384041)"
SC633,12601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.144229, -118.408414)"
PR481,8600 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.053766, -118.378981)"
VN361A,14500 SYLVAN ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,8A-10A Tue,"(34.184585, -118.449079)"
BF523,301 OGDEN DR,Single-Space,FLAT,$1.00,1HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-12P Tue,"(34.076469, -118.359465)"
MM249,601 BURNSIDE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.062865, -118.349404)"
ED698,900 S TOWNE AVE,Single-Space,TOD,$0.5 - $1.5,4HR,8A-6P Mon-Sat,,"(34.035014, -118.248947)"
WB190,1801 S OLIVE ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.032633, -118.267452)"
CB323,1300 S BROADWAY,Single-Space,TOD,$0.5 - $1,4HR,8A-6P Mon-Sat,,"(34.0366, -118.261482)"
OS400,2101 BARRY AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-3P Thu,"(34.035387, -118.447476)"
CB2147D,1101 S. WALL ST,Single-Space,TOD,$0.5 - $1,2HR,8A-6P Mon-Sat,,"(34.035274, -118.255215)"
LM599,7100 BEVERLY BL,Single-Space,FLAT,$1.00,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.076061, -118.345422)"
CC1614,801 W. 4TH ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,,"(34.053232, -118.254764)"
VM16,1001 84TH ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(33.962781, -118.292204)"
PW47,10601 PICO BL,Single-Space,FLAT,$1.00,2HR,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat,,"(34.042742, -118.423496)"
CC320A,201 N. FIGUEROA ST,Single-Space,TOD,$0.5 - $1.5,2HR,8A-6P Mon-Fri,,"(34.058986, -118.250527)"
NH413,11301 WEDDINGTON ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,10A-12P Fri,"(34.167059, -118.377879)"
CB345A,1401 S MAIN ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.034699, -118.261836)"
LC192,101 N. FLORES ST,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",8A-10A Tue,"(34.075648, -118.37114)"
VN961,14401 VICTORY BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.186775, -118.447725)"
NH119,11001 MAGNOLIA BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.165014, -118.371686)"
CB4233,1000 S. WALL ST,Single-Space,TOD,$0.5 - $1,2HR,8A-6P Mon-Sat,,"(34.036999, -118.253631)"
CB3929C,800 CECILIA ST,Single-Space,TOD,$3 - $4,2HR,8A-6P Mon-Sat,,"(34.040221, -118.251051)"
PR535,1200 LA CIENEGA BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.054433, -118.376035)"
WSV116,12101 WILSHIRE BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.043689, -118.468175)"
OS454,11701 OLYMPIC BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.033908, -118.448757)"
ED669,701 E 10TH ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,"(34.035057, -118.250482)"
SW89,5400 VIRGINIA AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,8A-11A Wed,"(34.09187, -118.308907)"
BF489,300 STANLEY AV,Single-Space,FLAT,$1.00,1HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-12P Tue,"(34.076512, -118.35628)"
MD884,1200 CUMMINGS ST,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,,"(34.059244, -118.205271)"
VN959,14401 VICTORY BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.186777, -118.447562)"
BH394,1901 1ST ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.04567, -118.215271)"
LM431,401 N. LA BREA AV,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.079678, -118.344168)"
CP184,21500 SHERMAN WY,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.200925, -118.599477)"
VN9,6901 VAN NUYS BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.196774, -118.448905)"
VN953,14400 VICTORY BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.186561, -118.447084)"
CP246,22001 SHERMAN WY,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.201132, -118.607443)"
SO18,4400 VESPER AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.152056, -118.450858)"
NH928,11400 MOORPARK ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.150296, -118.379752)"
SO763,14500 MOORPARK ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Thu,"(34.151964, -118.449343)"
CB1943,100 W 14TH ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.0359, -118.263224)"
WH455,22600 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.166965, -118.619892)"
VN324A,6301 VAN NUYS BL,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.184966, -118.448864)"
SO1054,4300 WOODMAN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Thu,"(34.149163, -118.43109)"
VW985,3600 3RD ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.06894, -118.296319)"
MD473,1301 STATE ST,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,4A-630A Fri,"(34.061224, -118.208139)"
VN977,14400 GILMORE ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,10A-12P Tue,"(34.1876, -118.448409)"
GA247,4001 GARDEN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-11A Fri,"(34.124275, -118.267608)"
WA970,900 LAKE ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-3P Fri,"(34.053524, -118.280022)"
YO27A,5001 YORK BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.121282, -118.205422)"
RA158,8500 3RD ST,Single-Space,FLAT,$2.00,30MIN,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.0735, -118.379275)"
WA1158,2301 WILSHIRE BL,Single-Space,FLAT,$1.00,4HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.059537, -118.278194)"
GA231,3001 LOS FELIZ BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.125377, -118.265168)"
PM1,10400 NATIONAL BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.028692, -118.411531)"
SA130,1201 LOGAN ST,Single-Space,FLAT,$1.00,1HR,"PKG 8A-8P Mon-Thu, 8A-1P Fri, 8A-8P Sat | NP 1P-10P Fri",10A-12P Thu,"(34.076868, -118.258709)"
WU607,1500 7TH ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.053443, -118.270347)"
SS457,1901 SAWTELLE BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.041435, -118.444149)"
CB3508,101 W 14TH PL,Single-Space,TOD,$0.5 - $1,4HR,8A-6P Mon-Sat,,"(34.035859, -118.261086)"
VN1172,6900 VAN NUYS BL,Single-Space,FLAT,$1.00,30MIN,8A-6P Mon-Sat,,"(34.196328, -118.448544)"
WW2737B,3601 WILSHIRE BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.061814, -118.305966)"
OS856,2300 FEDERAL AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,PKG 8A-8P Mon-Sat | NP 9P-6A Nightly,,"(34.033728, -118.444428)"
PR743,1401 STEARNS DR,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,10A-12P Tue,"(34.052018, -118.371225)"
SW240,5201 MELROSE AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.083602, -118.314116)"
LC81,901 LA CIENEGA BL,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.087589, -118.376549)"
SL431,2700 SUNSET BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,,"(34.081554, -118.271603)"
WA1460,1301 BURLINGTON AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.04523, -118.279209)"
VW1431,501 HOOVER ST,Single-Space,FLAT,$1.00,2HR,"PLO 7A-9A, 2P-4P Mon-Fri | PKG 9A-2P, 4P-6P Mon-Fri, 8A-6P Sat",8A-11A Tue,"(34.064176, -118.284399)"
PW113,2300 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.041061, -118.429176)"
WB114,100 21ST ST,Single-Space,JUMP,$0.5\hr - $2\6hr,6HR,7A-7P Mon-Sat,1A-6A Tue,"(34.029545, -118.267525)"
VW1763,1301 MAGNOLIA AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Fri,8A-10A Thu,"(34.046865, -118.286462)"
SL671,3601 SUNSET BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.090134, -118.277052)"
TZ218,19001 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.172633, -118.548035)"
CP7,7200 ALABAMA AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Tue,"(34.201387, -118.59896)"
CB913,900 S FLOWER ST,Single-Space,TOD,$0.5 - $1.5,2HR,8A-8P Mon-Sat,,"(34.045117, -118.261947)"
CB2403A,900 S. SAN PEDRO ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.036381, -118.251159)"
BH164,2100 CESAR E CHAVEZ AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.048181, -118.211087)"
WN192,101 W. I ST,Single-Space,FLAT,$0.50,2HR,8A-6P Mon-Sat,9A-12P Tue,"(33.781261, -118.262937)"
CT617,701 N. FIGUEROA ST,Single-Space,JUMP,$0.5\hr - $2\10hr,10HR,8A-6P Mon-Sat,,"(34.063397, -118.246011)"
WH355,22701 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.166481, -118.622387)"
EN457,17701 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,"(34.16296, -118.520015)"
VN1135,6600 VAN NUYS BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.191558, -118.448573)"
WF169,301 ORLANDO AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.072685, -118.373274)"
HP64,101 E AVE 58,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,4A-630A Wed,"(34.109717, -118.191746)"
SH447,1000 LILLIAN WY,Single-Space,FLAT,$1.00,2HR,8A-7P Mon-Sat,12P-3P Tue,"(34.090467, -118.327678)"
CB1243,1201 S. OLIVE ST,Single-Space,FLAT,$0.50,4HR,8A-8P Mon-Sat,,"(34.039003, -118.262745)"
SL367,4001 FOUNTAIN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Wed,"(34.095878, -118.279514)"
WV519,10901 LE CONTE AV,Single-Space,TOD,$1 - $2,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.063737, -118.447272)"
BW103,11600 S BARRINGTON CT,Single-Space,FLAT,$2.00,1HR,PKG 8A-9P Daily | NP 2A-4A Daily,,"(34.064982, -118.469387)"
EN464,5101 YARMOUTH AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.163321, -118.52034)"
WU1261,1400 SHATTO ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,12P-3P Thu,"(34.055109, -118.267431)"
CB4450,900 S. OLIVE ST,Single-Space,TOD,$2 - $4,4HR,8A-8P Mon-Sat,,"(34.043115, -118.258656)"
WF352,501 FAIRFAX AV,Single-Space,FLAT,$1.00,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.06605, -118.361494)"
SP582,301 6TH ST,Single-Space,FLAT,$0.75,2HR,8A-6P Mon-Sat,4A-630A Thu,"(33.738694, -118.285113)"
PB133,5501 PICO BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049109, -118.357708)"
LP7,4201 CRENSHAW BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat | NP 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,"(34.007529, -118.335123)"
WV320,1101 GLENDON AV,Single-Space,FLAT,$2.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.060415, -118.444177)"
OS798,11300 TENNESSEE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.035681, -118.441574)"
SV211,6500 SUNSET BL,Single-Space,FLAT,$0.50,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097887, -118.333006)"
PW125,2300 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.042014, -118.429998)"
VW296,600 SHATTO PL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.062481, -118.289819)"
WV299,10801 LINDBROOK DR,Single-Space,TOD,$1.5 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,"(34.059794, -118.444328)"
C96,3401 VERMONT AV,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,,"(34.024961, -118.291681)"
LC311,301 N. SWEETZER AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",8A-10A Tue,"(34.076327, -118.37007)"
AE404,300 N VIGNES ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,"(34.050906, -118.23336)"
EN549A,18000 VENTURA BL,Single-Space,FLAT,$1.00,1HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.164542, -118.5249)"
WB405,1800 S HOPE ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.034352, -118.268931)"
