SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,LatLng
SL400,3200 SUNSET BL,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.085892, -118.275198)"
WV581,10801 LE CONTE AV,Single-Space,TOD,$0.5 - $2,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.064033, -118.441771)"
SO965,4500 SAUGUS AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-10A Fri,"(34.151714, -118.466095)"
WS155,10900 WELLWORTH AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.05687, -118.443043)"
SW219,701 WESTERN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.084183, -118.309259)"
GA22A,3101 GLENDALE BL,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.117797, -118.261355)"
VN1044,14401 HAMLIN ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,10A-12P Tue,"(34.188748, -118.448262)"
SA84,1001 ALVARADO ST,Single-Space,FLAT,$1.00,1HR,TANS 7A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.077015, -118.263951)"
OF109,5801 OLYMPIC BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Sat",,"(34.057618, -118.359354)"
PR675,6000 PICO BL,Single-Space,FLAT,$1.00,15MIN,8A-6P Mon-Sat,,"(34.052367, -118.371657)"
WA1475,1700 PICO BL,Single-Space,FLAT,$1.00,1HR,"PLO 630A-9A, 130P-4P Mon-Fri | PKG 9A-130P, 4P-6P Mon-Fri, 9A-6P Sat",,"(34.045104, -118.278154)"
WS228,1701 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.051229, -118.438426)"
PR25,1201 WOOSTER ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-10A Mon,"(34.054831, -118.382651)"
CB3961,1001 S. WALL ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,"(34.037112, -118.25373)"
HO1057,7001 HAWTHORN AV,Single-Space,TOD,$1.5 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",12P-3P Mon,"(34.100392, -118.344146)"
PW114,2300 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.041173, -118.429271)"
WV467,1001 HILGARD AV,Single-Space,TOD,$0.5 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.061369, -118.441753)"
PR685,5900 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.052163, -118.370597)"
R54,7200 RESEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,4A-630A Mon-Fri,"(34.202736, -118.53593)"
CC1416A,100 E. 2ND ST,Single-Space,FLAT,$3.00,15MIN,8A-8P Mon-Sat,,"(34.050776, -118.244293)"
SO1167,4700 SEPULVEDA BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,8A-10A Fri,"(34.156086, -118.466002)"
MD813,1500 ALCAZAR ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,4A-630A Fri,"(34.063496, -118.204575)"
BF366,601 EDINBURGH AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-12P Tue,"(34.083447, -118.363816)"
WW1864,3800 7TH ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,11A-2P Thu,"(34.059593, -118.309434)"
VN176,14500 HAMLIN ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.188598, -118.450675)"
CB2142,1101 S. WALL ST,Single-Space,TOD,$0.5 - $1,2HR,8A-6P Mon-Sat,,"(34.036102, -118.254548)"
PC19,4201 PICO BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.047995, -118.327485)"
BF210,701 SIERRA BONITA AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.083971, -118.354329)"
NH78,11100 MAGNOLIA BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.164834, -118.373973)"
OS752,2300 CORINTH AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.035938, -118.440675)"
CB3274,600 E. 8TH ST,Single-Space,TOD,$1 - $6,2HR,8A-6P Mon-Sat,,"(34.038784, -118.249288)"
SO986,15200 GREENLEAF ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,10A-12P Thu,"(34.151217, -118.466577)"
BF540,801 FAIRFAX AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.086541, -118.361602)"
GA157,3301 GLENDALE BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.119949, -118.259009)"
VN22,6801 VAN NUYS BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.194599, -118.448902)"
WH764,20700 VENTURA BL,Single-Space,FLAT,$1.00,1HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.166443, -118.585305)"
PB406,1401 MANSFIELD AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Tue,"(34.047412, -118.346058)"
WA866,650 PARK VIEW ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-3P Thu,"(34.058415, -118.280191)"
SO930,4300 VENTURA CANYON AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.148181, -118.429528)"
SC628,12601 VENTURA BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,,"(34.143739, -118.407791)"
PR496,8500 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.053368, -118.376902)"
BF258,7701 MELROSE AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.083829, -118.358783)"
MM63A,701 MASSELIN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,9A-11A Mon,"(34.061426, -118.353074)"
NH940,4301 TUJUNGA AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.14896, -118.379082)"
LC338,8301 BEVERLY BL,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.076158, -118.372403)"
VW482,650 WILSHIRE PL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.061159, -118.287761)"
TZ248,19301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.172822, -118.555237)"
PM112,10001 VENICE BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.022933, -118.399848)"
CB975,1100 S MAPLE AV,Single-Space,TOD,$3 - $4,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,"(34.036781, -118.255338)"
CB3118,201 W. 6TH ST,Single-Space,TOD,$4 - $6,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat",2A-5A Daily,"(34.046314, -118.251407)"
R348,7500 RESEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.207108, -118.535923)"
SP276,401 8TH ST,Single-Space,FLAT,$0.50,2HR,8A-6P Mon-Sat,4A-630A Thu,"(33.736887, -118.287646)"
WB732,401 W 18TH ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,4A-630A Tue,"(34.034915, -118.268805)"
NH1241A,11200 CUMPSTON ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,,"(34.169898, -118.375579)"
PW301,10600 PICO BL,Single-Space,FLAT,$1.00,2HR,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat,,"(34.043213, -118.422224)"
WW1276,200 S ALEXANDRIA AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,12P-2P Wed,"(34.069289, -118.297809)"
LT579,100 S Central Ave,Single-Space,TOD,$1 - $4,2HR,8A-8P Mon-Sat,,"(34.048427, -118.239158)"
CB3731,400 MAIN ST,Single-Space,TOD,$1 - $4,2HR,8A-8P Mon-Sat,3A-5A Daily,"(34.047112, -118.248033)"
WS205,1501 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053001, -118.439954)"
MM751,5800 WILSHIRE BL,Single-Space,FLAT,$1.00,4HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.062382, -118.357001)"
WV20,901 GAYLEY AV,Single-Space,TOD,$1 - $2,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.06266, -118.448392)"
WU11,500 BIXEL ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,10A-1P Tue,"(34.054603, -118.261511)"
C129A,3601 VERMONT AV,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,,"(34.0224, -118.29168)"
VS283,4901 SUNSET BL,Single-Space,FLAT,$1.00,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,"(34.09825, -118.297824)"
HO191A,1601 COSMO ST,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.099987, -118.328863)"
OS523,12200 OLYMPIC BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.031863, -118.455926)"
TZ298,19601 VENTURA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.172836, -118.560823)"
WA1567,1501 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044174, -118.275663)"
SO1052,4300 WOODMAN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Thu,"(34.148981, -118.431089)"
VW120,2800 JAMES M WOOD BL,Single-Space,FLAT,$1.00,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,"(34.055837, -118.290328)"
CC1517,1000 W. 2ND ST,Single-Space,TOD,$0.5 - $1,4HR,8A-6P Mon-Sat,,"(34.057378, -118.254593)"
VN507,14500 ERWIN ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.183589, -118.449996)"
SS75,11500 SANTA MONICA BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.045189, -118.452511)"
VW173,2900 8TH ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.057636, -118.289484)"
GA241,3101 LOS FELIZ BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.124383, -118.267055)"
SS498,1800 SAWTELLE BL,Single-Space,FLAT,$1.00,30MIN,8A-8P Mon-Sat,8A-10A Thu,"(34.04377, -118.445988)"
RA181,8701 3RD ST,Single-Space,FLAT,$2.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.073651, -118.382406)"
VN20,6801 VAN NUYS BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.194713, -118.448903)"
WU153,1601 6TH ST,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.057148, -118.26928)"
V101,1700 MAIN ST (S),Single-Space,FLAT,$2.00,1HR,8A-6P Daily,10A-12P Mon,"(33.987495, -118.470594)"
BF752,700 CRESCENT HEIGHTS BL,Single-Space,FLAT,$1.00,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",8A-10A Tue,"(34.084403, -118.3658)"
EN849,16500 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 6A-9A, 330P-7P Mon-Fri | PKG 9A-330P Mon-Fri, 8A-8P Sat",,"(34.157548, -118.493016)"
PB260,5600 PICO BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050395, -118.361963)"
L200,500 LARCHMONT BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.080654, -118.323538)"
C238,1000 BROWNING BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-2P Wed,"(34.01203, -118.29189)"
SL583,2401 GLENDALE BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.101809, -118.259346)"
PB59,5101 PICO BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048147, -118.350114)"
BF13,601 FAIRFAX AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.082187, -118.361573)"
CB637A,900 WALL ST,Single-Space,TOD,$2 - $4,2HR,8A-6P Mon-Sat,,"(34.037833, -118.252743)"
CB3034,201 E. 4TH ST,Single-Space,TOD,$0.5 - $6,2HR,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat | NP 8A-4P Mon-Sat,,"(34.047109, -118.245841)"
SVV380,701 NEW HAMPSHIRE AV,Single-Space,JUMP,$1\hr - $4\6hr,6HR,8A-8P Mon-Sat,,"(34.085374, -118.292864)"
C1116,601 30TH ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,8A-11A Tue,"(34.025237, -118.278284)"
WH437,22700 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.166161, -118.622442)"
WV683A,10801 WEYBURN AV,Single-Space,TOD,$1.5 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,"(34.06248, -118.443651)"
PW310,10500 PICO BL,Single-Space,FLAT,$1.00,2HR,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat,,"(34.043641, -118.42148)"
WB669,1901 S LOS ANGELES ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.030251, -118.26386)"
C49,3001 VERMONT AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.027127, -118.291647)"
R477,6800 RESEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,4A-630A Mon-Fri,"(34.195352, -118.535913)"
OS234,2100 SAWTELLE BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Thu,"(34.039217, -118.442053)"
BH123,500 BRITTANIA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,1230P-230P Tue,"(34.049574, -118.213021)"
MV22,12101 VENICE BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.005445, -118.430595)"
P227,800 ALMA REAL DR,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.044381, -118.524724)"
SW306,5700 MELROSE AV,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Sat",,"(34.083419, -118.325222)"
LM532,7400 BEVERLY BL,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.076042, -118.35273)"
WB546,501 W 18TH ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,4A-630A Tue,"(34.035592, -118.270335)"
C289A,3700 FLOWER ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.016149, -118.282254)"
CC796,101 N. FREMONT AV,Single-Space,TOD,$0.5 - $2,4HR,PKG 8A-6P Mon-Sat | NP 8P-6A Nightly,,"(34.058922, -118.25274)"
WV207,1000 BROXTON AV,Single-Space,TOD,$0.5 - $2,2HR,"PKG 8A-8P Mon-Wed, 8A-11A Thu, 8A-12A Fri-Sat, 10A-8P Sun | NP 11A-7P Thu",,"(34.061174, -118.445915)"
VN404,6300 VESPER AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-10A Tue,"(34.185911, -118.450834)"
OS449,11701 OLYMPIC BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.034186, -118.448297)"
P259,16601 MARQUEZ AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048188, -118.544337)"
SO12,14501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.151294, -118.450316)"
MV3,3700 INGLEWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,8A-10A Mon,"(34.00663, -118.429218)"
WV612,900 TIVERTON AV,Single-Space,TOD,$0.5 - $2,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.063123, -118.442511)"
SO435,14000 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.149156, -118.438677)"
SVV44,700 VERMONT AV,Single-Space,FLAT,$1.00,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,"(34.085001, -118.291596)"
PW215,2300 KELTON AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-11A Fri,"(34.039518, -118.430627)"
VN416,6400 VESPER AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-10A Mon,"(34.187952, -118.450835)"
CB2839,1401 S OLIVE ST,Single-Space,TOD,$0.5 - $1.5,4HR,8A-8P Mon-Sat,,"(34.036421, -118.264522)"
GA255,3101 LOS FELIZ BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.123889, -118.267992)"
CC542,301 HILL ST,Single-Space,TOD,$4 - $5,4HR,TANS 7A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.050979, -118.249902)"
SG111,7300 SUNSET BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat",,"(34.097915, -118.351533)"
WU148,500 UNION DR,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-3P Tue,"(34.057248, -118.268571)"
EN840,16500 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 6A-9A, 330P-7P Mon-Fri | PKG 9A-330P Mon-Fri, 8A-8P Sat",,"(34.157692, -118.494069)"
WU1326,1700 JAMES M WOOD BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.051606, -118.275044)"
WW1501,1100 S WESTERN AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.049208, -118.30891)"
PR324,9201 PICO BL,Single-Space,FLAT,$1.00,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,"(34.055361, -118.392009)"
WU694,1700 8TH ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.0531, -118.27409)"
VW533,601 COMMONWEALTH AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-2P Fri,"(34.063024, -118.285754)"
TZ251,19301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.172827, -118.555449)"
CP77,7200 VASSAR AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Tue,"(34.201408, -118.604328)"
WF67,8301 3RD ST,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.072774, -118.370243)"
VN664,6200 TYRONE AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,"(34.184167, -118.444281)"
PR323,1100 CARDIFF AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,4A-630A Thu,"(34.05569, -118.391751)"
SV518A,5901 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098146, -118.319236)"
LM377,7100 MELROSE AV,Single-Space,FLAT,$1.00,2HR,"PKG 8A-6P Mon-Sat, 11A-6P Sun | PLO 6P-12A Daily",,"(34.083395, -118.346014)"
PB344,5200 PICO BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048081, -118.351943)"
HP215,5501 FIGUEROA ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.108588, -118.195084)"
EN171,16501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.157951, -118.494257)"
SW525,5301 ROMAINE ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-10A Fri,"(34.088554, -118.308515)"
LT112,301 E 1ST ST,Single-Space,TOD,$2 - $4,2HR,8A-8P Mon-Sat,,"(34.049596, -118.239585)"
EN749,17100 VENTURA BL,Single-Space,FLAT,$1.00,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.160284, -118.506589)"
MV120,12601 VENICE BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,10A-12P Thu,"(34.002201, -118.436878)"
V115,1300 MAIN ST (S),Single-Space,FLAT,$2.00,1HR,8A-6P Daily,10A-12P Tue,"(33.989554, -118.472077)"
SV334,6101 SUNSET BL,Single-Space,FLAT,$1.00,15MIN,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098122, -118.322699)"
SG79,1400 SIERRA BONITA AV,Single-Space,FLAT,$1.00,2HR,8A-9P Mon-Sat,9A-12P Mon,"(34.097367, -118.353869)"
NH708,4201 LANKERSHIM BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.146138, -118.363423)"
CB512,1300 S SANTEE ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,"(34.034907, -118.258373)"
MM736,5900 WILSHIRE BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri, 10A-P Daily | PKG 9A-10A, 2P-4P Mon-Sat",,"(34.062541, -118.35851)"
WF58,8201 3RD ST,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.072663, -118.369183)"
SA81,1001 ALVARADO ST,Single-Space,FLAT,$1.00,1HR,TANS 7A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.077308, -118.263769)"
CB4369,600 SPRING ST,Single-Space,TOD,$2 - $4,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat | NP 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,"(34.045434, -118.251337)"
R140,18500 SHERMAN WAY,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,4A-630A Mon-Fri,"(34.201015, -118.537912)"
VW1395,3101 7TH ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,10A-1P Thu,"(34.059854, -118.292545)"
VN206,14501 GILMORE ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.187711, -118.449317)"
WW596,650 ARDMORE AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,10A-1P Wed,"(34.060182, -118.301924)"
WS397,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045034, -118.441937)"
BF118,300 N FAIRFAX AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.077454, -118.361338)"
MM114,700 CLOVERDALE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,9A-11A Tue,"(34.061616, -118.346361)"
SC332,11600 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.140493, -118.38572)"
MD414,1601 EASTLAKE AV,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,4A-630A Fri,"(34.064421, -118.207088)"
NH382,11201 WEDDINGTON ST,Single-Space,FLAT,$1.00,4HR,8A-6P Mon-Sat,10A-12P Fri,"(34.167051, -118.376297)"
VW202B,700 VERMONT AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.058932, -118.291528)"
WB626,131 W 23RD ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,4A-630A Wed,"(34.028246, -118.268304)"
SO787,4200 COLBATH AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.148543, -118.436027)"
R21,18301 SHERMAN WAY,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,4A-630A Mon-Fri,"(34.201235, -118.533066)"
EN611,5000 ALONZO AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Fri,"(34.16215, -118.520175)"
MD436,1501 EASTLAKE AV,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,4A-630A Fri,"(34.062615, -118.205261)"
PC186,3501 PICO BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.047253, -118.319203)"
EN836,16600 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 6A-9A, 330P-7P Mon-Fri | PKG 9A-330P Mon-Fri, 8A-8P Sat",,"(34.157785, -118.49475)"
CB2207,801 SAN JULIAN ST,Single-Space,TOD,$0.5 - $6,2HR,8A-6P Mon-Sat,,"(34.038735, -118.250527)"
WA634,601 CARONDELET ST,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,12P-3P Thu,"(34.060469, -118.280393)"
ED51,501 S CENTRAL AVE,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,1A-4A Fri,"(34.040923, -118.240004)"
SO878A,13301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.147015, -118.42449)"
NH87,11100 MAGNOLIA BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.164835, -118.373008)"
ER89,2101 MERTON AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.138133, -118.213908)"
VW601,601 WESTMORELAND AV,Single-Space,FLAT,$1.00,1HR,"PLO 8A-11A, 3P-6P Mon-Fri | PKG 11A-3P Mon-Fri, 8A-6P Sat",,"(34.063233, -118.288508)"
BF681,8200 MELROSE AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.083613, -118.368514)"
WA759,651 CARONDELET ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,12P-3P Thu,"(34.058933, -118.281397)"
HO537,1700 IVAR AV,Single-Space,FLAT,$2.00,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,"(34.102088, -118.328086)"
VW1884,201 S KENMORE AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-2P Wed,"(34.06927, -118.296729)"
CC327,600 W. 1ST ST,Single-Space,TOD,$4 - $6,4HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,"(34.055832, -118.249199)"
